question,step,k,acc_mean,acc_std,n_full,n_partial,n_wrong,score_mean,score_var,score_std,iou_mean,iou_max,zero_acc_var,zero_score_var
"After the cashier finishes the card payment and the viewpoint moves outside to the store entrance, which new word appears on the door sign that earlier said 'Open'?",198,16,0.6875,0.4635,11,0,5,1.4509,0.31585,0.562,0.2634,0.6667,0,0
"Immediately before the video shifts from Susannah Scanlan’s post-match celebration to the medal-award hall, how do the two white-clad fencers acknowledge each other on the strip?",148,16,0.6875,0.4635,11,0,5,1.3378,0.30042,0.5481,0.1503,0.4125,0,0
"After the gears of the green slackline device slowly turn, releasing the yellow line, what does the camera show swaying in the breeze before the person tries to walk on the slackline?",153,16,0.6875,0.4635,11,0,5,1.557,0.29348,0.5417,0.3695,0.6667,0,0
"After the sneakers are first cleaned bare-handed with a cloth and sponge, what color gloves does the person wear for the next, more detailed brushing stage?",170,16,0.6875,0.4635,11,0,5,1.1994,0.29125,0.5397,0.0431,0.25,0,0
"Following the stealth bomber’s flyover but before the Nebraska Scarletts stand at attention, which name is printed on the back of the red-jerseyed mascot who bends over backward on the field?",149,16,0.6875,0.4635,11,0,5,1.6325,0.27889,0.5281,0.445,0.82,0,0
"When the video briefly shows the 'SELF-CUT SYSTEM' case alone before the man in a black cap checks his hair in the twin mirrors, what color is that case?",231,16,0.6875,0.4635,11,0,5,1.4371,0.27794,0.5272,0.2496,0.53,0,0
Which famous building appears between the modern squash match and the ensuing animated world-map sequence?,174,16,0.6875,0.4635,11,0,5,1.644,0.2712,0.5208,0.4565,0.7143,0,0
"Before she later waves her national flag on the medal podium, in which athletic event is the woman shown competing?",160,16,0.6875,0.4635,11,0,5,1.33,0.2688,0.5185,0.1425,0.6967,0,0
What brand name is visible on the blue mats first used by the gymnast for flips and later serving as the cushioned landing area for the skater’s 1 m 45 jump?,221,16,0.6875,0.3903,9,4,3,1.8195,0.26783,0.5175,0.632,0.9669,0,0
"After several segments featuring wooden knitting needles, what material are the needles made of when they first appear different while the blue-yarn knitting continues?",180,16,0.6875,0.4635,11,0,5,1.2477,0.26715,0.5169,0.0602,0.435,0,0
"After the chef finishes drizzling hot sauce over the chopped pineapple mixture, which colored utensil does he use to squeeze lemon juice into the bowl?",149,16,0.6875,0.3903,9,4,3,1.6271,0.26561,0.5154,0.4396,0.7273,0,0
"Across the entire video’s sequence of different throwing practices, which discipline does the athlete perform most often?",175,16,0.6875,0.4635,11,0,5,1.9248,0.24373,0.4937,0.7373,0.968,0,0
Which specialized activity do participants perform both when they move around inside the graffiti-covered underground tunnel and later when the main performer continues under a rainy bridge?,217,16,0.6875,0.3903,9,4,3,1.9097,0.24266,0.4926,0.7222,0.964,0,0
"After the opening text 'We present to you' accompanies the scenic pool overview, what object sits next to the lifeguard when he is shown later?",207,16,0.6875,0.4635,11,0,5,1.7228,0.24175,0.4917,0.5353,0.9108,0,0
"Following the scenes where the window is wiped with a yellow cloth, what cloth color is used when only a hand is later shown scrubbing the glass?",207,16,0.6875,0.4635,11,0,5,1.5795,0.239,0.4889,0.392,0.6103,0,0
Which geometric shape is central to both the colored arm tattoo finished midway through the video and the fresh ankle tattoo displayed at the end?,163,16,0.6875,0.4635,11,0,5,1.3542,0.22272,0.4719,0.1667,0.2844,0,0
"After celebrating his goal by waving to the crowd, how is the blue-jerseyed player with number 26 later shown moving through the hallway area?",237,16,0.6875,0.348,8,6,2,1.7625,0.21984,0.4689,0.6063,1.0,0,0
"After successfully completing his earlier lifts, what is the outcome of Luis Javier Mosquera Lozano’s final heavier attempt later in the video?",198,16,0.6875,0.4635,11,0,5,1.1875,0.21484,0.4635,0.0,0.0,0,0
"After earlier showing a small purple object to the camera, how does the woman later use that same purple tool beside the horse?",230,16,0.6875,0.4635,11,0,5,1.2973,0.21159,0.46,0.1098,0.299,0,0
Which first name appears both in the introductory contributor list at the beginning of the video and again in the closing brown-screen credits as a main performer?,228,16,0.6875,0.4635,11,0,5,2.1301,0.20291,0.4505,0.9426,1.0,0,0
"After the man in the vest walks through the busy street and, inside the shop, examines a blue packaged fan, what sporting item does he and his companion closely inspect next at the counter?",166,16,0.6875,0.4635,11,0,5,1.6614,0.19151,0.4376,0.4739,0.6536,0,0
"After the on-screen words ""Because an Alaskan Winter is not a Weakness,"" where is the same runner shown next, and what new headgear are they wearing?",141,16,0.6875,0.3903,9,4,3,1.6554,0.16226,0.4028,0.4679,0.7533,0,0
"Between the discus throws by the men in a white shirt and a red shirt, what brief playful action featuring a child is shown?",209,16,0.6875,0.348,8,6,2,1.8427,0.16129,0.4016,0.6552,0.9735,0,0
"After the dog's clipped fur is wrapped in aluminum foil, what is done to the dog in a separate sink area before grooming resumes?",143,16,0.6875,0.2997,7,8,1,1.5221,0.14339,0.3787,0.3659,0.8042,0,0
"After the man greets the camera in the backyard and before the scene shifts to the salon haircut, what round object is lying on the grass?",219,16,0.6875,0.2997,7,8,1,1.9563,0.12621,0.3553,0.7687,1.0,0,0
"After the skier launches off the only ramp seen in the video, what immediately happens upon landing?",202,16,0.6875,0.2421,6,10,0,1.1875,0.05859,0.2421,0.0,0.0,0,0
"After the two archers release their arrows in the forest, what does one of the men hold while he speaks in the open field?",193,16,0.6562,0.4582,10,1,5,1.2706,0.34953,0.5912,0.1143,1.0,0,0
"During the volleyball action that resumes immediately after the night scene with tree silhouettes and the year ""2007,"" which text overlay appears on the screen?",160,16,0.6562,0.4582,10,1,5,1.3939,0.32926,0.5738,0.2376,0.6814,0,0
"After brushing the outdoor air-conditioning unit and placing the brush back in the red bucket, what does the man clean next with the green tool he dips into the blue bucket?",154,16,0.6562,0.4582,10,1,5,1.4749,0.2783,0.5275,0.3187,0.6028,0,0
"During the choppy-water sequence in which another windsurfer is visible far away, what words repeatedly appear as on-screen text?",175,16,0.6562,0.4582,10,1,5,1.2231,0.26431,0.5141,0.0668,0.3333,0,0
"After thoroughly soaking the mop back and forth in the rectangular wetting station, what area does the cleaner immediately begin mopping next?",224,16,0.6562,0.4582,10,1,5,1.4265,0.25475,0.5047,0.2703,0.6522,0,0
"After the lead musician finishes tapping the cymbal in the open field, which instrument does he pick up next, and from what unusual material is it made?",139,16,0.6562,0.2915,6,9,1,1.4212,0.251,0.501,0.2962,0.875,0,0
"After the child approaches the black-and-purple vacuum cleaner, where does the child rest their head just before sitting up and laughing?",215,16,0.6562,0.384,8,5,3,1.3358,0.23592,0.4857,0.1795,0.6,0,0
"Immediately after the bilingual text noting that melting iron requires 1700 °C, what activity is shown being performed with the hand-held torch?",229,16,0.6562,0.4582,10,1,5,1.4459,0.22495,0.4743,0.2896,0.5233,0,0
What hand gesture does the official identifiable by a metallic bracelet make during the arm-wrestling match under the transparent canopy?,145,16,0.6562,0.4582,10,1,5,1.1583,0.2114,0.4598,0.002,0.0322,0,0
"What exact phrase first appears as small on-screen text during the early guitar lesson, later titles the demonstrated website, and finally dominates the screen as a colorful logo at the end?",190,16,0.6562,0.4582,10,1,5,2.1468,0.20793,0.456,0.9905,1.0,0,0
"Right after the series of close-up winch-winding shots, the camera pulls back to show the boat sailing; what landform is visible in the distance behind the vessel then?",210,16,0.6562,0.384,8,5,3,1.4929,0.20713,0.4551,0.3366,0.7323,0,0
"Immediately after shutting the open drawer full of assorted items, how does the person interact with the laptop on the desk?",139,16,0.6562,0.4227,9,3,4,1.1683,0.18918,0.4349,0.0121,0.1928,0,0
"Following the on-screen clarification that the snowy letters actually read “SNOM” when viewed upside-down, what type of machine is next shown carving a path through the snow?",197,16,0.6562,0.4582,10,1,5,1.4444,0.18776,0.4333,0.2882,0.5711,0,0
"After the words “ADVENTURE SQUAD” appear during the faucet-filling scene, what specific care activity does the man later carry out with both black dogs in that same bathtub before he dries one with a towel?",206,16,0.6562,0.3409,7,7,2,1.4708,0.16704,0.4087,0.3145,0.7489,0,0
"After the heart-shaped floral arrangement is displayed, what decorative element does the artist subsequently paint around the pink roses and purple flowers?",189,16,0.6562,0.384,8,5,3,1.3172,0.15085,0.3884,0.161,0.3226,0,0
"After the cowboy gets bucked off his horse, which animal does the very next rider pursue in the subsequent scene?",154,16,0.6562,0.384,8,5,3,1.2161,0.14799,0.3847,0.0599,0.2888,0,0
Which unfinished material is visible on the walls surrounding the foosball table during several parts of the video?,192,16,0.6562,0.384,8,5,3,1.3011,0.14128,0.3759,0.1448,0.4179,0,0
"After the hand puts “HGTV Magazine – The Makeover Issue” back in the drawer, which magazine does the hand pick up from beneath the snare drum a few moments later?",168,16,0.625,0.4841,10,0,6,1.6335,0.36044,0.6004,0.5085,0.7692,0,0
"Which javelin athlete first stands beside Brema Greer as Greer watches his own throw, then later celebrates after officials measure a 278.4-meter first-round attempt?",141,16,0.625,0.4841,10,0,6,1.5218,0.33188,0.5761,0.428,0.69,0,0
"After the ice is bored with a green auger and a vibrant yellow fish is hauled up, into what color water-filled bucket do the fishermen finally deposit the fish?",185,16,0.625,0.4841,10,0,6,1.1988,0.31368,0.5601,0.0738,0.5,0,0
"Between the initial close-up guitar shots and the later rain-soaked leaves, which natural scene briefly appears?",162,16,0.625,0.4146,8,4,4,1.4859,0.30523,0.5525,0.3609,0.8692,0,0
"After the animated demonstration in which two fingers show the anti-blocking blades preventing damage, what maximum operating time does the on-screen text claim for the hedge trimmer?",185,16,0.625,0.4841,10,0,6,1.5953,0.29809,0.546,0.4703,0.9091,0,0
"In the indoor practice and competition scenes where divers repeatedly leap off the boards, what color are the cones placed on or near the diving boards as position markers?",199,16,0.625,0.4841,10,0,6,1.189,0.29265,0.541,0.064,0.2817,0,0
Which specific tool does the blue-gloved hand first use to tighten a bolt on the brake caliper before later switching to pliers for pad compression?,225,16,0.625,0.4507,9,2,5,1.4754,0.26742,0.5171,0.3504,0.6552,0,0
"After demonstrating how to detach lobster meat and before later finely chopping celery and mint, which fruit does the chef carefully slice on the cutting board?",217,16,0.625,0.4841,10,0,6,1.211,0.24888,0.4989,0.086,0.2857,0,0
"After completing his ride on a horse along the beach, which animal does the shirtless man ride next in the video?",161,16,0.625,0.4841,10,0,6,1.5739,0.24599,0.496,0.4489,0.8219,0,0
Which tool does the person use on the light switch both before and after they apply a white substance around its edges?,156,16,0.625,0.4841,10,0,6,1.8687,0.24576,0.4957,0.7437,0.963,0,0
Which recording device is repeatedly shown positioned near the grand piano during the pianist’s performance after the opening title?,134,16,0.625,0.4841,10,0,6,1.674,0.24529,0.4953,0.549,0.8588,0,0
"When the girls’ high-jump bar is raised from 4'8"" to 4'10"", what color uniform does the first athlete who successfully clears the new height wear?",167,16,0.625,0.4507,9,2,5,1.7872,0.24006,0.49,0.6622,0.9833,0,0
"Which additional tool, absent during the earlier two-needle knitting, does the right hand introduce later while guiding the light blue yarn through the loops?",192,16,0.625,0.4841,10,0,6,1.2793,0.23814,0.488,0.1543,0.25,0,0
"After the white-shirted climber had earlier belayed from the floor, who manages the safety rope when he later starts climbing the wall himself?",230,16,0.625,0.4841,10,0,6,1.125,0.23438,0.4841,0.0,0.0,0,0
"After the person empties the bucket of plant debris into the green-lidded trash bin and walks away down the alley, which animal is later seen watching them?",159,16,0.625,0.4841,10,0,6,1.4375,0.23368,0.4834,0.3125,0.5333,0,0
"After thick gray mortar is poured into a rectangular container and before construction workers in yellow uniforms pour the mixed solution into machinery, which labeled product is poured into a red bucket of water?",143,16,0.625,0.375,7,6,3,1.5698,0.21655,0.4653,0.4448,0.6667,0,0
"What brightly colored object outside the store, seen through the large windows during the mannequin 'Flash Sale' scene and again when people walk in the rain later, stands out in both moments?",163,16,0.625,0.4507,9,2,5,1.1776,0.215,0.4637,0.0526,0.2406,0,0
"After the hand drops yellow fruits into a clear plastic bag at the fruit stand, which household product section does the camera later highlight, showing brands like Viva and Scott?",239,16,0.625,0.4507,9,2,5,1.3472,0.21142,0.4598,0.2222,0.5,0,0
"After the sequence where someone confidently walks away from a tree and starts jumping higher on yellow stilts, what mishap happens the next time stilts are used in the video?",167,16,0.625,0.3307,6,8,2,1.4066,0.2067,0.4546,0.2816,0.8263,0,0
"After the stylist clips and parts the client’s hair and replaces her scissors with a hair-dryer, which additional handheld tool does she repeatedly use alongside the dryer to smooth each separated section?",219,16,0.625,0.4841,10,0,6,1.392,0.20451,0.4522,0.267,0.4333,0,0
What color is shared by the flag waved by the official after the long-jump attempt and the shirt worn by the man who addresses the camera shortly afterward?,156,16,0.625,0.4841,10,0,6,1.865,0.20261,0.4501,0.74,1.0,0,0
"After demonstrating finger placement while holding the bow horizontally, what action does the instructor take next?",236,16,0.625,0.3307,6,8,2,1.6197,0.19096,0.437,0.4947,0.8444,0,0
"After the surfer in a yellow wetsuit struggles with the waves, what color cap is Will Tant wearing when he speaks on the beach?",236,16,0.625,0.2165,4,12,0,1.4146,0.06736,0.2595,0.2896,0.5,0,0
What distinctive item of clothing does the archer wear immediately after the screen stating “Then Dan and Gav” appears?,169,16,0.625,0.2165,4,12,0,1.6449,0.06643,0.2577,0.5199,0.7073,0,0
"After three people finish straightening the tree and spreading the Santa-and-snowflake skirt, what color netted ribbon do the two women then wrap together around the Christmas tree?",224,16,0.5938,0.4408,8,3,5,1.3075,0.2792,0.5284,0.2137,0.4621,0,0
"After the violinist’s nighttime parking-lot performance, to what kind of indoor location does the video cut as he keeps playing?",138,16,0.5938,0.475,9,1,6,1.1318,0.24903,0.499,0.0381,0.2,0,0
"After first leaving the classroom looking frustrated, what does the older man do when he later comes back and approaches the young drummer?",239,16,0.5938,0.4408,8,3,5,1.3164,0.20237,0.4499,0.2227,0.3571,0,0
"After showing a hand holding a white can in front of a Star Wars poster, what decorative object does the camera focus on next before later revealing the sofa with blue and yellow cushions?",219,16,0.5938,0.4408,8,3,5,1.1169,0.20188,0.4493,0.0232,0.06,0,0
"After the freshly ironed and folded pink shirt is placed aside, what garment does the person pull from the white plastic bag to fold next?",152,16,0.5938,0.4408,8,3,5,1.2329,0.20148,0.4489,0.1391,0.3469,0,0
"Before she later appears putting on the green, what golfing activity is the woman wearing a pink shirt and black shorts shown practicing earlier in the video?",194,16,0.5938,0.4408,8,3,5,1.6354,0.1942,0.4407,0.5417,0.8756,0,0
"During the solo accordion performance, what cluttered items does the camera briefly show before returning to the musician?",215,16,0.5938,0.3172,5,9,2,1.2494,0.19135,0.4374,0.1557,0.4,0,0
"After styling a client's hair with a rolling pin earlier, which oversized device does the stylist enthusiastically move back and forth over the client’s head in a later scene?",149,16,0.5938,0.475,9,1,6,1.3981,0.18495,0.4301,0.3043,0.764,0,0
"After the riders have mounted and start trotting together across the field, which two man-made structures can be seen behind them near the treeline?",177,16,0.5938,0.3172,5,9,2,1.3383,0.16824,0.4102,0.2445,0.55,0,0
"What vehicle, carrying three passengers, do the helmet-and-life-jacket-clad adventurers follow along the dirt road after wading through the shallow river?",200,16,0.5938,0.2633,4,11,1,1.6711,0.15016,0.3875,0.5774,0.9417,0,0
"Across the different scenes, what ceiling fixtures are repeatedly cited as providing the room’s warm lighting, and how many are there?",193,16,0.5938,0.3631,6,7,3,1.3042,0.12983,0.3603,0.2105,0.3163,0,0
"During the later sequence where the martial artists leap into the air in unison, what distinctive marking now appears on the front of their black attire?",201,16,0.5938,0.2633,4,11,1,1.2271,0.07429,0.2726,0.1334,0.52,0,0
Which item that the person removes from the black bag at the beginning later becomes the line they balance and walk across in the backyard?,161,16,0.5625,0.4961,9,0,7,1.6447,0.37094,0.609,0.5822,0.9848,0,0
Which ski brand does the man hold up for close inspection just before the footage cuts to a skier descending the tree-lined slope?,142,16,0.5625,0.4961,9,0,7,1.2017,0.32083,0.5664,0.1392,0.3614,0,0
"After washing their hands at the sink, which item does the cook immediately take from the kitchen cabinet?",144,16,0.5625,0.4635,8,2,6,1.4297,0.26692,0.5166,0.3672,0.9324,0,0
Which prominent black image reappears on the red backdrop at both the opening scene and later sections when seated observers watch the central dancer?,184,16,0.5625,0.4635,8,2,6,1.7358,0.26473,0.5145,0.6733,0.994,0,0
"After first stepping onto the blue pad, the participant later kneels on it for a stability drill; what part of his body does the trainer press down on during that kneeling phase?",186,16,0.5625,0.4635,8,2,6,1.5359,0.25549,0.5055,0.4734,0.72,0,0
"When the onscreen instructions reading “Rows: 1 – 4 Knit 3, Purl 2” appear, which color yarn are the hands looping around the pegs of the circular loom?",203,16,0.5625,0.4961,9,0,7,1.8072,0.24686,0.4968,0.7447,0.9333,0,0
What component does the person fasten onto the machine just before sanding the bar-shaped object?,204,16,0.5625,0.4961,9,0,7,1.0625,0.24609,0.4961,0.0,0.0,0,0
"While three students in white, striped, and checkered tops combine forces on one side of the rope, what color hoodie does the lone student opposing them wear?",172,16,0.5625,0.4961,9,0,7,1.5091,0.23562,0.4854,0.4466,0.7762,0,0
"As the woman in the light blue tank top pours liquid dish soap onto a sponge before her partner scrubs a white plate, what partial word is printed across her shirt?",193,16,0.5625,0.4961,9,0,7,1.2931,0.23502,0.4848,0.2306,0.5294,0,0
"While the DJ is manipulating his turntables with yellow vinyl records, what athletic feat is someone else performing elsewhere in the gym?",174,16,0.5625,0.348,5,8,3,1.4705,0.18898,0.4347,0.408,0.8333,0,0
"What are the colors of the two different bowls the girl washes—one midway when she scrubs then rinses it, and the other later when she happily cleans another under running water?",207,16,0.5625,0.348,5,8,3,1.379,0.17148,0.4141,0.3165,0.6,0,0
"After closing both the sliding glass and wooden doors, from what spot in the room does the cleaner begin vacuuming before moving systematically toward the entrance?",239,16,0.5625,0.3903,6,6,4,1.5134,0.15312,0.3913,0.4509,0.6875,0,0
"After the instructor finishes speaking directly to the camera and lifts a knitted sample for viewers, which two colours dominate that fabric before the video shifts to close-up handwork?",170,16,0.5625,0.348,5,8,3,1.5762,0.14013,0.3743,0.5137,1.0,0,0
"After the outdoor pole-vault scene and before two people bounce on a trampoline, what are the individuals shown doing indoors?",218,16,0.5625,0.2997,4,10,2,1.349,0.09616,0.3101,0.2865,0.4545,0,0
What word and accompanying web address appear on a red background both immediately after the animated letters assemble and just before the screen fades to black?,149,16,0.5625,0.2421,3,12,1,1.2249,0.07813,0.2795,0.1937,0.9979,0,0
"After the boy finishes assisting an adult in trimming a cat’s claws, which animal does he later sit on the carpet and gently pet?",136,16,0.5312,0.4831,8,1,7,1.1538,0.32302,0.5683,0.1226,0.725,0,0
"When the suited man tosses a ball to the striped-jersey player beside the goalpost, what were the team members shown holding during their earlier group photograph on the same field?",149,16,0.5312,0.4831,8,1,7,1.2347,0.31577,0.5619,0.2034,0.8,0,0
"Following the repeated black-screen text commenting on “smooth moves diving on the family,” what unusual implements are the kite lines attached to when the beach scene returns?",134,16,0.5312,0.4496,7,3,6,1.2033,0.31225,0.5588,0.172,0.7692,0,0
"After the segment where the hands knit with thick purple yarn, which yarn color is used in the demonstrations that follow?",157,16,0.5312,0.4831,8,1,7,1.0692,0.25626,0.5062,0.038,0.172,0,0
"After the man in a white T-shirt leans forward preparing to jump on the bridge, how is he oriented against the concrete structure in the next segment while still secured by his harness?",181,16,0.5312,0.4831,8,1,7,1.2849,0.25207,0.5021,0.2536,0.5607,0,0
"In the video, the same piece of exercise equipment first appears resting beside a weight bench in the home gym area and later rolls across the floor near the window. What object is it?",145,16,0.5312,0.4831,8,1,7,1.2972,0.24921,0.4992,0.2659,0.5618,0,0
"Following the daytime scene in which a cyclist rides calmly across the plaza outside the modern building, what interior feature does the camera later concentrate on during the nighttime sequence inside the building?",238,16,0.5312,0.4496,7,3,6,1.1402,0.24571,0.4957,0.1089,0.25,0,0
"In the video’s only outdoor scene, immediately before the footage switches back to synchronized divers indoors, what action does the swimmer perform in the outdoor pool?",234,16,0.5312,0.4831,8,1,7,1.0331,0.23521,0.485,0.0019,0.03,0,0
"Following the sequence where a hand carefully fills the ornate ceiling’s cracks with plaster, what type of repair activity is shown immediately afterward?",227,16,0.5312,0.4831,8,1,7,1.0312,0.2334,0.4831,0.0,0.0,0,0
"Prior to the scene where the wall timer counts down from 0:57, what does a drumstick do with the wall-mounted control panel?",218,16,0.5312,0.4496,7,3,6,1.1021,0.23125,0.4809,0.0708,0.4348,0,0
"After repeatedly sharing the stage earlier, how do the curly-haired man in a suit and the cap-wearing performer greet each other when the latter returns near the end of the show?",178,16,0.5312,0.3737,5,7,4,1.5029,0.22664,0.4761,0.4717,0.921,0,0
"When the four-person crew navigates the rapids, how does the helmet color of the person steering at the rear differ from that of the three teammates paddling ahead?",135,16,0.5312,0.4831,8,1,7,1.1091,0.22324,0.4725,0.0778,0.3445,0,0
"After the red screen with the 'Veterans Make Movies' logo fades, what exact wording appears on the building sign that the camera slowly pans across?",169,16,0.5312,0.121,1,15,0,1.5292,0.06564,0.2562,0.4979,0.9091,0,0
"After the athlete lands in the sandpit and lifts her arms in celebration, which drill title appears on the screen?",232,16,0.5,0.5,8,0,8,1.2258,0.48256,0.6947,0.2258,0.6494,0,0
"After the television shifts from showing a starry sky to later displaying a single-word message, what word appears on its screen?",201,16,0.5,0.5,8,0,8,1.152,0.45282,0.6729,0.152,0.9091,0,0
"After displaying a bottle of alcohol to the camera earlier, what handheld device does the man later speak into while standing in the shower?",198,16,0.5,0.5,8,0,8,1.4202,0.38451,0.6201,0.4202,0.68,0,0
Which game are the two men playing on the outdoor court both before the brief push-up scene and again after the focus returns to them?,171,16,0.5,0.5,8,0,8,1.5256,0.3622,0.6018,0.5256,0.7511,0,0
"After the intricate red nail design is finished but before the final thank-you screen, what instruction briefly appears against the purple background?",145,16,0.5,0.5,8,0,8,1.3927,0.33588,0.5796,0.3927,0.5505,0,0
"Right before the jumper in the yellow shirt actually steps off the cliff platform, what hand gesture is shown to signal that he is ready?",204,16,0.5,0.5,8,0,8,1.1084,0.31747,0.5634,0.1084,0.3468,0,0
"Between Jackie Baxter’s axe-splitting display and Sandy Van Steenis’s later bow-saw interview, which large hand tool do several participants jointly slide back and forth to cut through a clamped log?",161,16,0.5,0.5,8,0,8,1.1886,0.29559,0.5437,0.1886,0.5,0,0
"After the stylist dispenses the white volumising mousse, which large styling tool does he later highlight and use to smooth the client's hair?",171,16,0.5,0.5,8,0,8,1.4429,0.28773,0.5364,0.4429,0.8184,0,0
Which instrument’s name is shown in an on-screen title before the later appearance of the words “PERCUSSION INSTRUMENTS”?,234,16,0.5,0.5,8,0,8,1.1963,0.28743,0.5361,0.1963,0.3846,0,0
"After earlier scenes featuring yellow and orange kayaks surging through rapids, what color is the kayak that first drops over the waterfall later in the video?",234,16,0.5,0.5,8,0,8,1.0602,0.2859,0.5347,0.0602,0.1682,0,0
Which diver listed as first place on the Women's 3 m springboard scoreboard later occupies the central top step of the medal podium?,147,16,0.5,0.4677,7,2,7,1.17,0.28557,0.5344,0.17,0.75,0,0
"After the brief pool view framed by a blooming red flower, what color surfboard does the man shoulder while walking toward the wooden gate?",192,16,0.5,0.5,8,0,8,1.0709,0.26546,0.5152,0.0709,0.1169,0,0
"After executing a front wheelie near the grassy patch, which part of the bicycle does the rider lift and adjust once they dismount in the park?",175,16,0.5,0.5,8,0,8,1.0,0.25,0.5,0.0,0.0,0,0
"After the man swings an axe beside the open trunk of the white car, what does he later smash repeatedly with a sledgehammer?",197,16,0.5,0.433,6,4,6,1.1611,0.19963,0.4468,0.1611,0.361,0,0
"After the green-handled electric mixer is used to beat the yolk mixture, what utensil is then used to whip the separate bowl of whites into stiff peaks?",192,16,0.5,0.433,6,4,6,1.1935,0.19196,0.4381,0.1935,0.3834,0,0
"After filming inside the pavilion and then entering the illuminated snowy slope, what gesture does the woman make with her hand while sliding downhill in the snow tube?",213,16,0.5,0.3536,4,8,4,1.3676,0.18622,0.4315,0.3676,0.75,0,0
"During the nighttime frisbee session shown, which two different ground-level positions does the man take while still playing with the dog?",149,16,0.5,0.3536,4,8,4,1.1966,0.14087,0.3753,0.1966,0.3687,0,0
"After the skateboarder crashes onto his back during his failed wall jump in the graffiti-covered skate park, what striking effect suddenly fills the surroundings as onlookers converge?",224,16,0.5,0.0,0,16,0,1.1998,0.05827,0.2414,0.1998,0.6667,1,0
Which team’s tally climbs from two to four during the mid-game on-screen score update in the beer pong match?,178,16,0.4688,0.4831,7,1,8,1.2047,0.41753,0.6462,0.2359,0.7533,0,0
"After the blue striped sweater is inspected earlier, which patterned garment does a hand later pick up for closer examination before returning it to the rack?",142,16,0.4688,0.4496,6,3,7,1.0631,0.29369,0.5419,0.0943,0.4286,0,0
"Immediately after the outdoor scene where children in red uniforms jump and raise their hands, what indoor activity is shown?",227,16,0.4688,0.4831,7,1,8,1.141,0.273,0.5225,0.1722,0.375,0,0
"After finishing watering the plants near the window but before filling a glass to water plants in the bedroom, what kitchen chore does the person carry out?",157,16,0.4688,0.4496,6,3,7,1.2851,0.2525,0.5025,0.3164,0.6111,0,0
"After the blue laser beams assemble the title words, which tool do the hands later use repeatedly to stitch the vivid pink yarn on the woven surface?",169,16,0.4688,0.4831,7,1,8,1.0769,0.22385,0.4731,0.1082,0.2973,0,0
"After the operator discovers grass clogging the mower, what specific action does he perform before resuming the mowing task?",158,16,0.4688,0.4496,6,3,7,0.9708,0.2003,0.4475,0.002,0.0326,0,0
"Although the campfire is first lit by someone wearing a dark jacket, what color jacket does the person wear later when kneeling to tend the fire with a stick?",209,16,0.4688,0.4134,5,5,6,1.2886,0.18899,0.4347,0.3199,0.5,0,0
"In the single segment where the matches shift away from beach soccer, what sport are Vasilitsa and Boca Juniors shown playing?",192,16,0.4688,0.3737,4,7,5,1.0206,0.1366,0.3696,0.0519,0.2,0,0
"During which portion of the video does the operator wear a visible safety harness across his chest—while the tractor with the Tine Dropper is actively moving, or while he sits stationary on the riding lawnmower giving explanations?",205,16,0.4375,0.4961,7,0,9,1.2277,0.48023,0.693,0.2902,0.7059,0,0
"After the scoreboard introduces the next competitor for round eight, which diver is subsequently shown standing on the platform and executing a graceful dive into the pool?",169,16,0.4375,0.4961,7,0,9,1.149,0.42984,0.6556,0.2115,0.625,0,0
"After the camera abruptly pans from the man’s cluttered workspace to the kitchen scene with a spice rack labeled “HOODLE-DIDDLE,” what small green object is positioned on top of the microwave above the rack?",154,16,0.4375,0.4961,7,0,9,1.5127,0.40762,0.6384,0.5752,0.9625,0,0
"During the initial collage before any dance-studio interviews, which sport is shown right after the misty arched bridge scene?",138,16,0.4375,0.4961,7,0,9,1.4916,0.36571,0.6047,0.5541,1.0,0,0
"Following the initial overview that highlights a jug labeled ""Primer AP9,"" into what color cup does the woman later dip her tool while spreading adhesive on the floor?",207,16,0.4375,0.4961,7,0,9,1.1894,0.35215,0.5934,0.2519,0.86,0,0
Which company’s logo is displayed on the office computer screen and later reappears on activist webpages condemning rodeo sponsorship?,199,16,0.4375,0.4961,7,0,9,1.1653,0.33625,0.5799,0.2278,0.6622,0,0
"After the vintage Sony boombox is shown, what piece of equipment does the gymnast immediately use to stretch her leg?",207,16,0.4375,0.4961,7,0,9,1.0348,0.28753,0.5362,0.0973,0.4023,0,0
"After first emphasizing a paddle brush as essential, which different kind of brush does the stylist later use together with the blow dryer while drying the client’s hair?",154,16,0.4375,0.4961,7,0,9,1.2374,0.28123,0.5303,0.2999,0.6,0,0
"While the man in the red hoodie moves from a handstand to lying down and finally stands confidently with his hands on his hips, what posture does the woman who observes him consistently maintain?",188,16,0.4375,0.4961,7,0,9,1.0683,0.28043,0.5296,0.1308,0.2564,0,0
"After the screen instructs viewers to ""MOISTEN SHIRT,"" which shirt section does the next onscreen text say to iron before the tutorial later focuses on the cuffs?",233,16,0.4375,0.4961,7,0,9,1.1457,0.25324,0.5032,0.2082,0.3467,0,0
"After the man tightens the ARMADA snowboard’s bindings, what color is the tool he later uses to sharpen the board’s edge?",152,16,0.4375,0.4961,7,0,9,1.2224,0.25284,0.5028,0.2849,0.6297,0,0
"After the man and woman raise their coffee cups and sip together, what does the man do next as she gradually moves out of the shot?",235,16,0.4375,0.4635,6,2,8,1.4675,0.2523,0.5023,0.53,0.9398,0,0
